   0.10327741E+02  0.34334520E-23  0.19906769E-23  0.12836717E-23  0.19722032E-24  0.67876225E-11  0.86298971E-11  0.34334520E-23  0.43637220E-18  0.24765150E-23 -0.34986754E-17
   0.11040067E+02  0.70321466E-22  0.25605803E-22  0.81406643E-23  0.12448158E-23  0.56915757E-11  0.72986305E-11  0.70321466E-22  0.48133169E-18  0.57567762E-22 -0.32901177E-17
   0.11801396E+02  0.66902088E-22  0.28734359E-22  0.62177267E-23  0.97925515E-24  0.35015795E-11  0.45612303E-11  0.66902088E-22  0.48865488E-18  0.52811145E-22 -0.24256391E-17
   0.12615258E+02  0.66953591E-23  0.27852626E-23  0.44800969E-24  0.76988707E-25  0.56278886E-12  0.72848357E-12  0.66953591E-23  0.10777920E-18  0.53456244E-23 -0.51234802E-18
   0.13485574E+02  0.11794183E-25  0.50212861E-26  0.76655454E-27  0.15469609E-27  0.75930371E-14  0.97350428E-14  0.11794183E-25  0.20769251E-20  0.93665954E-26 -0.10585436E-19
   0.14415478E+02  0.23489838E-30  0.11303343E-30  0.18410544E-31  0.45334291E-32  0.14205383E-16  0.18229362E-16  0.23489838E-30  0.65983805E-23  0.18001337E-30 -0.34033955E-22
   0.15410068E+02  0.23305037E-37  0.12487831E-37  0.20884896E-38  0.65540691E-39  0.98931296E-21  0.12783007E-20  0.23305037E-37  0.84546582E-27  0.17221905E-37 -0.44657038E-26
   0.16472872E+02  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.70575474E-28  0.91520275E-28  0.00000000E+00  0.11241565E-33  0.00000000E+00 -0.69271551E-33
   0.17608986E+02  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.16993664E-35  0.19720960E-36  0.00000000E+00  0.36868163E-41  0.00000000E+00 -0.45906538E-40
   0.18823507E+02 -0.46504017E-35 -0.68036873E-35 -0.38877714E-35 -0.50862742E-35  0.19886603E-21  0.43674034E-22 -0.46504017E-35  0.16643821E-26 -0.11126281E-35 -0.16946342E-25
   0.20121531E+02 -0.64192455E-20 -0.23628180E-20 -0.15088964E-20 -0.31939655E-20  0.85249218E-13  0.38594545E-13 -0.64192455E-20  0.55752914E-18 -0.52301750E-20 -0.88056495E-17
